split,db_id,n_joins,n_tables_ref,tables,join_types,topology,hardness,tier,n_fk_join_conds,n_join_conds,has_subquery,has_group_by,has_aggregation,has_where,agg_funcs,sql_tokens,query
dev,car_1,2,3,MODEL_LIST|CAR_MAKERS|COUNTRIES,INNER|INNER,chain,hard,complex,2,2,0,0,1,1,COUNT,26,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';
dev,car_1,2,3,MODEL_LIST|CAR_MAKERS|COUNTRIES,INNER|INNER,chain,hard,complex,2,2,0,0,1,1,COUNT,26,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,AVG,8,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,AVG,8,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;
dev,car_1,0,1,cars_data,,single,medium,simple,0,0,0,0,1,1,MIN,12,select min(weight) from cars_data where cylinders  =  8 and year  =  1974
dev,car_1,0,1,cars_data,,single,medium,simple,0,0,0,0,1,1,MIN,12,select min(weight) from cars_data where cylinders  =  8 and year  =  1974
dev,car_1,0,1,MODEL_LIST,,single,easy,simple,0,0,0,0,0,0,,6,"SELECT Maker ,  Model FROM MODEL_LIST;"
dev,car_1,0,1,MODEL_LIST,,single,easy,simple,0,0,0,0,0,0,,6,"SELECT Maker ,  Model FROM MODEL_LIST;"
dev,car_1,1,2,COUNTRIES|CAR_MAKERS,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;"
dev,car_1,1,2,COUNTRIES|CAR_MAKERS,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;"
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,COUNT,8,SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,COUNT,8,SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;
dev,car_1,0,1,CARS_DATA,,single,medium,moderate,0,0,0,1,1,0,AVG,9,"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;"
dev,car_1,0,1,CARS_DATA,,single,medium,moderate,0,0,0,1,1,0,AVG,9,"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;"
dev,car_1,2,3,COUNTRIES|CONTINENTS|CAR_MAKERS,INNER|INNER,chain,hard,extra,2,2,0,1,1,1,COUNT,33,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;
dev,car_1,2,3,COUNTRIES|CONTINENTS|CAR_MAKERS,INNER|INNER,chain,hard,extra,2,2,0,1,1,1,COUNT,33,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;
dev,car_1,1,2,CAR_NAMES|CARS_DATA,INNER,binary,medium,moderate,1,1,0,0,0,1,,26,"SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;"
dev,car_1,1,2,CAR_NAMES|CARS_DATA,INNER,binary,medium,moderate,1,1,0,0,0,1,,26,"SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;"
dev,car_1,1,2,CAR_NAMES|CARS_DATA,INNER,binary,medium,moderate,1,1,0,0,0,0,,20,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;
dev,car_1,1,2,car_names|cars_data,INNER,binary,medium,moderate,1,1,0,0,0,0,,20,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,AVG,8,SELECT avg(horsepower) FROM CARS_DATA WHERE YEAR  <  1980;
dev,car_1,0,1,cars_data,,single,medium,simple,0,0,0,0,1,1,AVG,8,select avg(horsepower) from cars_data where year  <  1980;
dev,car_1,1,2,CAR_NAMES|CARS_DATA,INNER,binary,medium,moderate,1,1,0,0,1,1,AVG,18,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';
dev,car_1,1,2,CAR_NAMES|CARS_DATA,INNER,binary,medium,moderate,1,1,0,0,1,1,AVG,18,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';
dev,car_1,0,1,CARS_DATA,,single,medium,moderate,0,0,0,1,1,0,MAX,9,"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;"
dev,car_1,0,1,CARS_DATA,,single,medium,moderate,0,0,0,1,1,0,MAX,9,"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;"
dev,car_1,0,1,CAR_NAMES,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;
dev,car_1,0,1,CAR_NAMES,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,COUNT,8,SELECT count(*) FROM CARS_DATA WHERE Cylinders  >  4;
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,COUNT,8,SELECT count(*) FROM CARS_DATA WHERE Cylinders  >  4;
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,COUNT,8,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,COUNT,8,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;
dev,car_1,1,2,CAR_MAKERS|MODEL_LIST,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,20,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';
dev,car_1,1,2,CAR_MAKERS|MODEL_LIST,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,20,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';
dev,car_1,1,2,CAR_MAKERS|MODEL_LIST,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,"SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;"
dev,car_1,1,2,CAR_MAKERS|MODEL_LIST,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,"SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;"
dev,car_1,3,4,CAR_NAMES|MODEL_LIST|CAR_MAKERS|CARS_DATA,INNER|INNER|INNER,chain_or_star,hard,complex,3,3,0,0,0,1,,40,SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;
dev,car_1,3,4,CAR_NAMES|MODEL_LIST|CAR_MAKERS|CARS_DATA,INNER|INNER|INNER,chain_or_star,hard,complex,3,3,0,0,0,1,,40,SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;
dev,car_1,0,1,cars_data,,single,easy,simple,0,0,0,0,0,1,,11,select distinct year from cars_data where weight between 3000 and 4000;
dev,car_1,0,1,cars_data,,single,easy,simple,0,0,0,0,0,1,,11,select distinct year from cars_data where weight between 3000 and 4000;
dev,car_1,0,1,CARS_DATA,,single,easy,simple,0,0,0,0,0,0,,12,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;
dev,car_1,0,1,CARS_DATA,,single,easy,simple,0,0,0,0,0,0,,12,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;
dev,car_1,1,2,CARS_DATA|CAR_NAMES,INNER,binary,medium,moderate,1,1,0,0,0,1,,24,SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;
dev,car_1,1,2,CARS_DATA|CAR_NAMES,INNER,binary,medium,moderate,1,1,0,0,0,1,,24,SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;
dev,car_1,0,1,CARS_DATA,,single,hard,moderate,0,0,1,0,1,1,COUNT,19,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );
dev,car_1,0,1,CARS_DATA,,single,hard,moderate,0,0,1,0,1,1,COUNT,19,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );
dev,car_1,1,2,countries|car_makers,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT|COUNT,21,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2
dev,car_1,1,2,countries|car_makers,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT|COUNT,21,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,COUNT,8,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;
dev,car_1,0,1,CARS_DATA,,single,medium,simple,0,0,0,0,1,1,COUNT,8,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;
dev,car_1,1,2,CAR_NAMES|CARS_DATA,INNER,binary,medium,moderate,1,1,0,0,0,1,,24,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;
dev,car_1,1,2,CAR_NAMES|CARS_DATA,INNER,binary,medium,moderate,1,1,0,0,0,1,,24,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;
dev,car_1,1,2,CARS_DATA|CAR_NAMES,INNER,binary,hard,complex,1,1,1,0,1,1,MIN,27,"SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;"
dev,car_1,1,2,cars_data|car_names,INNER,binary,hard,complex,1,1,1,0,1,1,MIN,27,"select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;"
dev,car_1,0,1,cars_data,,single,medium,simple,0,0,0,0,1,1,MAX,12,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980
dev,car_1,0,1,cars_data,,single,medium,simple,0,0,0,0,1,1,MAX,12,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980
dev,car_1,3,4,MODEL_LIST|CAR_NAMES|CARS_DATA|CAR_MAKERS,INNER|INNER|INNER,chain_or_star,hard,complex,3,3,0,0,0,1,,41,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';
dev,car_1,3,4,MODEL_LIST|CAR_NAMES|CARS_DATA|CAR_MAKERS,INNER|INNER|INNER,chain_or_star,hard,complex,3,3,0,0,0,1,,41,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';
dev,car_1,1,2,countries|CAR_MAKERS,INNER,binary,extra hard,complex,1,1,1,0,0,0,,19,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;
dev,car_1,1,2,countries|CAR_MAKERS,INNER,binary,extra hard,complex,1,1,1,0,0,0,,19,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;
dev,car_1,3,3,car_makers|model_list|car_names,INNER|INNER|INNER,mesh,extra hard,extra,3,3,1,1,1,0,COUNT|COUNT,55,"select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;"
dev,car_1,3,3,CAR_MAKERS|MODEL_LIST|CAR_NAMES,INNER|INNER|INNER,mesh,extra hard,extra,3,3,1,1,1,0,COUNT|COUNT,55,"SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;"
dev,car_1,3,3,Countries|CAR_MAKERS|MODEL_LIST,INNER|INNER|INNER,mesh,extra hard,extra,3,3,1,1,1,1,COUNT,52,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';"
dev,car_1,3,3,countries|car_makers|model_list,INNER|INNER|INNER,mesh,extra hard,extra,3,3,1,1,1,1,COUNT,52,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';"
dev,flight_2,0,1,AIRLINES,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
dev,flight_2,0,1,AIRLINES,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
dev,flight_2,0,1,AIRLINES,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
dev,flight_2,0,1,AIRLINES,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
dev,flight_2,0,1,AIRLINES,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA"""
dev,flight_2,0,1,AIRLINES,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA"""
dev,flight_2,0,1,AIRPORTS,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony"""
dev,flight_2,0,1,AIRPORTS,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony"""
dev,flight_2,0,1,AIRLINES,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM AIRLINES
dev,flight_2,0,1,AIRLINES,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM AIRLINES
dev,flight_2,0,1,AIRPORTS,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM AIRPORTS
dev,flight_2,0,1,AIRPORTS,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM AIRPORTS
dev,flight_2,0,1,FLIGHTS,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM FLIGHTS
dev,flight_2,0,1,FLIGHTS,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM FLIGHTS
dev,flight_2,0,1,AIRLINES,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL"""
dev,flight_2,0,1,AIRLINES,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL"""
dev,flight_2,0,1,AIRLINES,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA"""
dev,flight_2,0,1,AIRLINES,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA"""
dev,flight_2,0,1,AIRPORTS,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton"""
dev,flight_2,0,1,AIRPORTS,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton"""
dev,flight_2,0,1,AIRPORTS,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO"""
dev,flight_2,0,1,AIRPORTS,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO"""
dev,flight_2,0,1,AIRPORTS,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"""
dev,flight_2,0,1,AIRPORTS,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"""
dev,flight_2,0,1,FLIGHTS,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"""
dev,flight_2,0,1,FLIGHTS,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"""
dev,flight_2,0,1,FLIGHTS,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO"""
dev,flight_2,0,1,FLIGHTS,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO"""
dev,flight_2,1,2,FLIGHTS|AIRPORTS,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
dev,flight_2,1,2,FLIGHTS|AIRPORTS,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
dev,flight_2,1,2,FLIGHTS|AIRPORTS,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
dev,flight_2,1,2,FLIGHTS|AIRPORTS,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
dev,flight_2,2,2,FLIGHTS|AIRPORTS,INNER|INNER,binary,hard,complex,2,2,0,0,1,1,COUNT,30,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen"""
dev,flight_2,2,2,FLIGHTS|AIRPORTS,INNER|INNER,binary,hard,complex,2,2,0,0,1,1,COUNT,30,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen"""
dev,flight_2,1,2,FLIGHTS|AIRLINES,INNER,binary,medium,moderate,0,1,0,0,1,1,COUNT,19,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways"""
dev,flight_2,1,2,FLIGHTS|AIRLINES,INNER,binary,medium,moderate,0,1,0,0,1,1,COUNT,19,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways"""
dev,flight_2,1,2,AIRLINES|FLIGHTS,INNER,binary,medium,moderate,0,1,0,0,1,1,COUNT,23,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY"""
dev,flight_2,1,2,AIRLINES|FLIGHTS,INNER,binary,medium,moderate,0,1,0,0,1,1,COUNT,23,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY"""
dev,flight_2,1,2,AIRLINES|FLIGHTS,INNER,binary,medium,moderate,0,1,0,0,1,1,COUNT,23,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD"""
dev,flight_2,1,2,AIRLINES|FLIGHTS,INNER,binary,medium,moderate,0,1,0,0,1,1,COUNT,23,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD"""
dev,flight_2,2,3,FLIGHTS|AIRPORTS|AIRLINES,INNER|INNER,chain,hard,complex,1,2,0,0,1,1,COUNT,31,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines"""
dev,flight_2,2,3,FLIGHTS|AIRPORTS|AIRLINES,INNER|INNER,chain,hard,complex,1,2,0,0,1,1,COUNT,31,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines"""
dev,flight_2,1,2,AIRPORTS|FLIGHTS,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
dev,flight_2,1,2,AIRPORTS|FLIGHTS,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
dev,flight_2,1,2,AIRPORTS|FLIGHTS,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
dev,flight_2,1,2,AIRPORTS|FLIGHTS,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
dev,flight_2,1,2,AIRPORTS|FLIGHTS,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,27,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1
